weather,road_condition,traffic_level,visibility,time_of_day,speed_kmh,road_type,lighting,num_vehicles,risk_score,risk_level
Rainy,Under Construction,Congested,Moderate (500m-1km),Dawn,77,Ghat / Mountain,Well Lit Street,9,64.9,MEDIUM
Clear,Dry,Low,Poor (100-500m),Afternoon,100,Rural Single Lane,Dark / No Lights,25,79.6,HIGH
Rainy,Under Construction,Congested,Moderate (500m-1km),Morning Rush,27,Urban Arterial,Dimly Lit,29,49.9,MEDIUM
Foggy,Dry,Moderate,Good (>1km),Afternoon,64,Ghat / Mountain,Dimly Lit,29,56.0,MEDIUM
Clear,Under Construction,Congested,Good (>1km),Morning Rush,38,Ghat / Mountain,Dimly Lit,24,51.9,MEDIUM
Snow,Dry,Low,Very Poor (<100m),Afternoon,66,Residential,Dimly Lit,29,62.4,MEDIUM
Snow,Potholes / Damaged,Moderate,Poor (100-500m),Late Night,97,Rural Single Lane,Well Lit Street,21,97,HIGH
Overcast,Potholes / Damaged,Heavy,Poor (100-500m),Afternoon,56,Rural Single Lane,Dark / No Lights,5,86.8,HIGH
Rainy,Potholes / Damaged,Heavy,Good (>1km),Late Night,74,Urban Arterial,Dimly Lit,27,77.5,HIGH
Snow,Potholes / Damaged,Moderate,Moderate (500m-1km),Morning Rush,88,Rural Single Lane,Daylight,5,54.1,MEDIUM
Snow,Dry,Congested,Good (>1km),Morning Rush,91,Residential,Dark / No Lights,24,97,HIGH
Clear,Wet,Low,Very Poor (<100m),Dawn,52,Rural Single Lane,Well Lit Street,33,55.3,MEDIUM
Foggy,Under Construction,Heavy,Poor (100-500m),Afternoon,58,Urban Arterial,Dark / No Lights,11,94.2,HIGH
Foggy,Potholes / Damaged,Heavy,Moderate (500m-1km),Afternoon,55,Ghat / Mountain,Dark / No Lights,15,97,HIGH
Overcast,Under Construction,Heavy,Very Poor (<100m),Morning Rush,113,Residential,Dark / No Lights,31,95.2,HIGH
Snow,Potholes / Damaged,Moderate,Moderate (500m-1km),Morning Rush,45,Rural Single Lane,Daylight,17,59.8,MEDIUM
Rainy,Under Construction,Moderate,Good (>1km),Afternoon,96,Urban Arterial,Dimly Lit,8,56.1,MEDIUM
Overcast,Wet,Moderate,Very Poor (<100m),Afternoon,60,Rural Single Lane,Dark / No Lights,7,76.9,HIGH
Foggy,Icy,Congested,Poor (100-500m),Afternoon,46,Ghat / Mountain,Dark / No Lights,17,97,HIGH
Clear,Potholes / Damaged,Congested,Very Poor (<100m),Morning Rush,26,Residential,Well Lit Street,16,71.1,HIGH
Foggy,Wet,Low,Poor (100-500m),Afternoon,86,Highway,Dimly Lit,28,79.0,HIGH
Foggy,Potholes / Damaged,Low,Very Poor (<100m),Evening Rush,113,Residential,Daylight,32,94.3,HIGH
Clear,Wet,Congested,Poor (100-500m),Late Night,98,Highway,Daylight,14,97,HIGH
Clear,Dry,Moderate,Poor (100-500m),Afternoon,84,Rural Single Lane,Well Lit Street,34,37.1,LOW
Clear,Icy,Congested,Very Poor (<100m),Late Night,89,Residential,Dimly Lit,31,97,HIGH
Foggy,Wet,Heavy,Moderate (500m-1km),Afternoon,114,Rural Single Lane,Daylight,10,96.4,HIGH
Clear,Under Construction,Moderate,Good (>1km),Late Night,82,Rural Single Lane,Daylight,34,31.8,LOW
Snow,Under Construction,Heavy,Very Poor (<100m),Morning Rush,113,Highway,Well Lit Street,3,97,HIGH
Clear,Icy,Heavy,Poor (100-500m),Afternoon,37,Residential,Well Lit Street,18,84.7,HIGH
Rainy,Wet,Moderate,Moderate (500m-1km),Morning Rush,93,Rural Single Lane,Well Lit Street,19,76.1,HIGH
Rainy,Under Construction,Heavy,Good (>1km),Late Night,69,Rural Single Lane,Dark / No Lights,25,82.4,HIGH
Overcast,Under Construction,Congested,Good (>1km),Morning Rush,98,Highway,Daylight,15,50.4,MEDIUM
Snow,Potholes / Damaged,Heavy,Moderate (500m-1km),Dawn,62,Ghat / Mountain,Well Lit Street,35,89.2,HIGH
Snow,Wet,Moderate,Very Poor (<100m),Evening Rush,31,Urban Arterial,Dark / No Lights,18,97,HIGH
Foggy,Under Construction,Heavy,Very Poor (<100m),Evening Rush,33,Urban Arterial,Dimly Lit,5,75.4,HIGH
Overcast,Potholes / Damaged,Moderate,Good (>1km),Dawn,101,Ghat / Mountain,Daylight,20,69.7,MEDIUM
Clear,Wet,Moderate,Moderate (500m-1km),Morning Rush,50,Urban Arterial,Daylight,5,32.5,LOW
Foggy,Potholes / Damaged,Low,Good (>1km),Afternoon,78,Highway,Well Lit Street,1,54.7,MEDIUM
Clear,Under Construction,Congested,Very Poor (<100m),Afternoon,79,Residential,Dimly Lit,8,53.7,MEDIUM
Foggy,Under Construction,Low,Very Poor (<100m),Dawn,65,Rural Single Lane,Daylight,26,58.5,MEDIUM
Snow,Dry,Low,Good (>1km),Late Night,91,Highway,Well Lit Street,7,76.5,HIGH
Clear,Under Construction,Low,Moderate (500m-1km),Evening Rush,36,Rural Single Lane,Daylight,27,17.5,LOW
Overcast,Icy,Low,Very Poor (<100m),Late Night,37,Highway,Dimly Lit,11,85.1,HIGH
Overcast,Wet,Heavy,Poor (100-500m),Afternoon,34,Ghat / Mountain,Well Lit Street,4,90.6,HIGH
Foggy,Potholes / Damaged,Congested,Moderate (500m-1km),Evening Rush,25,Highway,Well Lit Street,22,73.5,HIGH
Snow,Icy,Congested,Good (>1km),Morning Rush,37,Residential,Dimly Lit,24,94.5,HIGH
Rainy,Wet,Congested,Good (>1km),Morning Rush,76,Residential,Daylight,20,70.2,HIGH
Foggy,Under Construction,Heavy,Good (>1km),Evening Rush,47,Ghat / Mountain,Dark / No Lights,22,90.0,HIGH
Overcast,Dry,Moderate,Good (>1km),Evening Rush,67,Highway,Dark / No Lights,7,37.3,LOW
Overcast,Wet,Low,Poor (100-500m),Dawn,102,Residential,Daylight,1,75.9,HIGH
Overcast,Icy,Congested,Poor (100-500m),Evening Rush,89,Rural Single Lane,Daylight,28,90.0,HIGH
Snow,Dry,Heavy,Good (>1km),Evening Rush,73,Rural Single Lane,Well Lit Street,27,59.8,MEDIUM
Clear,Potholes / Damaged,Low,Very Poor (<100m),Late Night,104,Urban Arterial,Dimly Lit,26,84.5,HIGH
Snow,Dry,Low,Very Poor (<100m),Late Night,33,Ghat / Mountain,Well Lit Street,8,96.2,HIGH
Snow,Icy,Moderate,Good (>1km),Dawn,36,Residential,Dimly Lit,25,75.7,HIGH
Overcast,Dry,Heavy,Very Poor (<100m),Dawn,58,Urban Arterial,Well Lit Street,1,50.0,MEDIUM
Foggy,Wet,Low,Poor (100-500m),Evening Rush,95,Urban Arterial,Dimly Lit,5,97,HIGH
Foggy,Icy,Low,Good (>1km),Morning Rush,106,Rural Single Lane,Dark / No Lights,5,97,HIGH
Rainy,Icy,Heavy,Poor (100-500m),Evening Rush,92,Rural Single Lane,Dimly Lit,22,97,HIGH
Overcast,Under Construction,Moderate,Poor (100-500m),Late Night,90,Rural Single Lane,Dimly Lit,24,54.7,MEDIUM
Clear,Under Construction,Congested,Moderate (500m-1km),Evening Rush,98,Ghat / Mountain,Daylight,3,73.8,HIGH
Overcast,Dry,Heavy,Good (>1km),Afternoon,33,Ghat / Mountain,Well Lit Street,22,51.5,MEDIUM
Foggy,Potholes / Damaged,Low,Very Poor (<100m),Morning Rush,120,Highway,Well Lit Street,17,94.2,HIGH
Clear,Wet,Low,Moderate (500m-1km),Afternoon,66,Rural Single Lane,Daylight,19,30.6,LOW
Rainy,Potholes / Damaged,Low,Very Poor (<100m),Morning Rush,76,Rural Single Lane,Dark / No Lights,21,89.1,HIGH
Snow,Potholes / Damaged,Heavy,Good (>1km),Evening Rush,116,Residential,Daylight,30,90.8,HIGH
Rainy,Potholes / Damaged,Congested,Good (>1km),Late Night,67,Ghat / Mountain,Dimly Lit,26,95.8,HIGH
Clear,Wet,Low,Moderate (500m-1km),Morning Rush,53,Urban Arterial,Daylight,24,31.6,LOW
Rainy,Dry,Moderate,Good (>1km),Afternoon,41,Residential,Dark / No Lights,16,49.8,MEDIUM
Clear,Potholes / Damaged,Heavy,Moderate (500m-1km),Evening Rush,108,Ghat / Mountain,Dark / No Lights,15,97,HIGH
Rainy,Dry,Heavy,Very Poor (<100m),Evening Rush,98,Urban Arterial,Dark / No Lights,34,97,HIGH
Clear,Potholes / Damaged,Heavy,Poor (100-500m),Late Night,104,Rural Single Lane,Dark / No Lights,17,97,HIGH
Foggy,Wet,Heavy,Very Poor (<100m),Morning Rush,79,Rural Single Lane,Dark / No Lights,33,97,HIGH
Foggy,Dry,Congested,Good (>1km),Morning Rush,48,Urban Arterial,Dark / No Lights,28,76.3,HIGH
Snow,Dry,Moderate,Very Poor (<100m),Morning Rush,53,Residential,Well Lit Street,8,61.0,MEDIUM
Clear,Under Construction,Heavy,Poor (100-500m),Afternoon,54,Highway,Well Lit Street,25,52.3,MEDIUM
Snow,Icy,Heavy,Poor (100-500m),Evening Rush,56,Urban Arterial,Well Lit Street,1,97,HIGH
Snow,Potholes / Damaged,Low,Good (>1km),Afternoon,71,Rural Single Lane,Well Lit Street,3,57.3,MEDIUM
Rainy,Icy,Congested,Very Poor (<100m),Dawn,87,Ghat / Mountain,Dimly Lit,12,97,HIGH
Foggy,Dry,Heavy,Moderate (500m-1km),Morning Rush,33,Residential,Well Lit Street,2,53.9,MEDIUM
Foggy,Wet,Moderate,Moderate (500m-1km),Late Night,44,Urban Arterial,Dimly Lit,1,69.0,MEDIUM
Clear,Potholes / Damaged,Moderate,Good (>1km),Evening Rush,81,Residential,Well Lit Street,19,29.0,LOW
Clear,Under Construction,Congested,Moderate (500m-1km),Late Night,92,Residential,Daylight,18,66.4,MEDIUM
Overcast,Dry,Moderate,Poor (100-500m),Late Night,53,Residential,Dark / No Lights,22,72.6,HIGH
Overcast,Under Construction,Congested,Poor (100-500m),Evening Rush,27,Rural Single Lane,Daylight,18,53.7,MEDIUM
Snow,Potholes / Damaged,Congested,Poor (100-500m),Dawn,99,Urban Arterial,Well Lit Street,34,97,HIGH
Rainy,Under Construction,Low,Moderate (500m-1km),Dawn,98,Highway,Dimly Lit,7,58.5,MEDIUM
Overcast,Under Construction,Moderate,Moderate (500m-1km),Morning Rush,32,Highway,Daylight,6,16.6,LOW
Foggy,Icy,Congested,Good (>1km),Morning Rush,105,Urban Arterial,Dark / No Lights,6,97,HIGH
Clear,Icy,Moderate,Good (>1km),Morning Rush,34,Ghat / Mountain,Dimly Lit,22,70.2,HIGH
Rainy,Icy,Low,Very Poor (<100m),Morning Rush,104,Urban Arterial,Dimly Lit,16,97,HIGH
Overcast,Under Construction,Moderate,Poor (100-500m),Morning Rush,67,Urban Arterial,Dark / No Lights,2,60.0,MEDIUM
Foggy,Dry,Low,Very Poor (<100m),Late Night,74,Urban Arterial,Well Lit Street,5,73.9,HIGH
Rainy,Dry,Moderate,Poor (100-500m),Dawn,33,Ghat / Mountain,Well Lit Street,4,74.6,HIGH
Rainy,Dry,Low,Good (>1km),Late Night,106,Ghat / Mountain,Dimly Lit,19,87.2,HIGH
Clear,Potholes / Damaged,Heavy,Moderate (500m-1km),Dawn,80,Rural Single Lane,Dark / No Lights,11,66.3,MEDIUM
Overcast,Dry,Low,Good (>1km),Dawn,32,Rural Single Lane,Daylight,29,17.7,LOW
Rainy,Wet,Moderate,Very Poor (<100m),Afternoon,66,Urban Arterial,Daylight,14,71.0,HIGH
Snow,Icy,Congested,Good (>1km),Dawn,57,Highway,Dimly Lit,15,92.3,HIGH
Snow,Potholes / Damaged,Congested,Poor (100-500m),Dawn,36,Urban Arterial,Daylight,23,96.4,HIGH
Overcast,Potholes / Damaged,Moderate,Poor (100-500m),Dawn,86,Ghat / Mountain,Daylight,35,66.1,MEDIUM
Snow,Wet,Moderate,Good (>1km),Late Night,30,Residential,Daylight,6,73.9,HIGH
Snow,Under Construction,Congested,Very Poor (<100m),Evening Rush,92,Highway,Dimly Lit,23,97,HIGH
Overcast,Dry,Moderate,Good (>1km),Morning Rush,39,Ghat / Mountain,Well Lit Street,30,31.8,LOW
Snow,Icy,Low,Good (>1km),Dawn,66,Residential,Dimly Lit,19,77.3,HIGH
Foggy,Potholes / Damaged,Moderate,Moderate (500m-1km),Late Night,78,Urban Arterial,Dimly Lit,7,67.8,MEDIUM
Foggy,Dry,Heavy,Poor (100-500m),Morning Rush,55,Urban Arterial,Dark / No Lights,14,93.4,HIGH
Clear,Under Construction,Moderate,Very Poor (<100m),Late Night,115,Ghat / Mountain,Daylight,19,92.3,HIGH
Foggy,Dry,Moderate,Poor (100-500m),Evening Rush,108,Highway,Dimly Lit,11,82.7,HIGH
Rainy,Potholes / Damaged,Congested,Poor (100-500m),Late Night,108,Urban Arterial,Dimly Lit,22,97,HIGH
Overcast,Dry,Low,Moderate (500m-1km),Afternoon,87,Highway,Well Lit Street,16,18.5,LOW
Overcast,Under Construction,Low,Moderate (500m-1km),Morning Rush,35,Ghat / Mountain,Dimly Lit,32,34.8,LOW
Clear,Icy,Heavy,Poor (100-500m),Morning Rush,41,Highway,Dimly Lit,14,86.6,HIGH
Snow,Wet,Moderate,Moderate (500m-1km),Late Night,50,Urban Arterial,Dimly Lit,29,69.3,MEDIUM
Snow,Under Construction,Moderate,Good (>1km),Late Night,46,Ghat / Mountain,Dimly Lit,18,76.3,HIGH
Foggy,Wet,Heavy,Moderate (500m-1km),Afternoon,43,Urban Arterial,Dark / No Lights,7,90.1,HIGH
Overcast,Icy,Heavy,Poor (100-500m),Late Night,83,Ghat / Mountain,Well Lit Street,7,97,HIGH
Rainy,Under Construction,Heavy,Moderate (500m-1km),Afternoon,94,Highway,Daylight,26,68.8,MEDIUM
Rainy,Under Construction,Congested,Very Poor (<100m),Evening Rush,91,Rural Single Lane,Dark / No Lights,19,97,HIGH
Foggy,Dry,Heavy,Moderate (500m-1km),Afternoon,114,Rural Single Lane,Dark / No Lights,29,94.7,HIGH
Clear,Wet,Moderate,Moderate (500m-1km),Late Night,71,Highway,Dimly Lit,8,44.8,MEDIUM
Overcast,Under Construction,Low,Moderate (500m-1km),Morning Rush,28,Residential,Daylight,15,15.5,LOW
Foggy,Wet,Congested,Very Poor (<100m),Late Night,38,Residential,Daylight,4,97,HIGH
Overcast,Potholes / Damaged,Low,Moderate (500m-1km),Morning Rush,27,Residential,Dimly Lit,28,30.3,LOW
Snow,Icy,Moderate,Very Poor (<100m),Evening Rush,25,Residential,Dark / No Lights,6,97,HIGH
Foggy,Under Construction,Heavy,Good (>1km),Morning Rush,72,Urban Arterial,Dark / No Lights,19,75.1,HIGH
Foggy,Under Construction,Moderate,Moderate (500m-1km),Dawn,106,Residential,Daylight,18,60.8,MEDIUM
Foggy,Wet,Low,Very Poor (<100m),Late Night,91,Urban Arterial,Well Lit Street,13,97,HIGH
Overcast,Under Construction,Low,Moderate (500m-1km),Late Night,115,Residential,Dimly Lit,28,54.0,MEDIUM
Foggy,Wet,Low,Moderate (500m-1km),Dawn,99,Rural Single Lane,Dark / No Lights,10,97,HIGH
Snow,Potholes / Damaged,Moderate,Very Poor (<100m),Dawn,92,Rural Single Lane,Dark / No Lights,14,97,HIGH
Rainy,Dry,Heavy,Poor (100-500m),Afternoon,87,Urban Arterial,Dimly Lit,25,74.2,HIGH
Foggy,Potholes / Damaged,Congested,Very Poor (<100m),Morning Rush,85,Residential,Dark / No Lights,26,97,HIGH
Foggy,Under Construction,Moderate,Poor (100-500m),Afternoon,30,Ghat / Mountain,Daylight,10,80.3,HIGH
Overcast,Wet,Low,Moderate (500m-1km),Afternoon,33,Rural Single Lane,Dimly Lit,31,35.6,LOW
Clear,Wet,Moderate,Poor (100-500m),Evening Rush,114,Residential,Dark / No Lights,1,97,HIGH
Rainy,Wet,Congested,Very Poor (<100m),Afternoon,51,Highway,Dark / No Lights,7,97,HIGH
Rainy,Icy,Heavy,Very Poor (<100m),Evening Rush,113,Urban Arterial,Dark / No Lights,20,97,HIGH
Overcast,Dry,Low,Poor (100-500m),Evening Rush,98,Ghat / Mountain,Dark / No Lights,5,93.6,HIGH
Foggy,Icy,Congested,Very Poor (<100m),Late Night,47,Highway,Dark / No Lights,34,97,HIGH
Rainy,Wet,Congested,Good (>1km),Morning Rush,27,Ghat / Mountain,Dark / No Lights,16,97,HIGH
Clear,Dry,Low,Very Poor (<100m),Dawn,95,Highway,Well Lit Street,27,60.8,MEDIUM
Clear,Icy,Congested,Good (>1km),Late Night,117,Residential,Dark / No Lights,25,97,HIGH
Snow,Potholes / Damaged,Moderate,Moderate (500m-1km),Dawn,88,Residential,Well Lit Street,16,58.9,MEDIUM
Rainy,Wet,Congested,Moderate (500m-1km),Dawn,118,Residential,Dimly Lit,26,92.3,HIGH
Rainy,Dry,Congested,Poor (100-500m),Dawn,109,Highway,Well Lit Street,17,95.4,HIGH
Overcast,Potholes / Damaged,Heavy,Very Poor (<100m),Afternoon,94,Urban Arterial,Well Lit Street,19,88.0,HIGH
Snow,Wet,Moderate,Moderate (500m-1km),Afternoon,30,Urban Arterial,Daylight,28,61.4,MEDIUM
Foggy,Icy,Moderate,Poor (100-500m),Dawn,79,Highway,Dark / No Lights,21,97,HIGH
Foggy,Icy,Low,Poor (100-500m),Late Night,30,Residential,Dark / No Lights,7,97,HIGH
Overcast,Dry,Low,Moderate (500m-1km),Late Night,113,Highway,Daylight,19,48.5,MEDIUM
Overcast,Icy,Heavy,Moderate (500m-1km),Afternoon,86,Urban Arterial,Dimly Lit,23,66.8,MEDIUM
Clear,Potholes / Damaged,Moderate,Moderate (500m-1km),Evening Rush,75,Residential,Daylight,22,30.8,LOW
Clear,Icy,Low,Poor (100-500m),Morning Rush,59,Urban Arterial,Well Lit Street,7,70.4,HIGH
Rainy,Potholes / Damaged,Low,Good (>1km),Afternoon,34,Ghat / Mountain,Well Lit Street,6,68.4,MEDIUM
Foggy,Under Construction,Heavy,Poor (100-500m),Morning Rush,86,Urban Arterial,Daylight,8,79.5,HIGH
Snow,Under Construction,Congested,Very Poor (<100m),Morning Rush,58,Rural Single Lane,Well Lit Street,29,81.2,HIGH
Foggy,Dry,Heavy,Very Poor (<100m),Afternoon,64,Rural Single Lane,Well Lit Street,32,73.1,HIGH
Rainy,Potholes / Damaged,Congested,Poor (100-500m),Morning Rush,58,Ghat / Mountain,Well Lit Street,18,97,HIGH
Clear,Wet,Moderate,Poor (100-500m),Dawn,89,Urban Arterial,Dimly Lit,25,56.0,MEDIUM
Foggy,Dry,Congested,Good (>1km),Late Night,75,Residential,Well Lit Street,23,71.3,HIGH
Snow,Dry,Low,Very Poor (<100m),Evening Rush,46,Urban Arterial,Well Lit Street,29,59.7,MEDIUM
Rainy,Dry,Moderate,Poor (100-500m),Afternoon,103,Residential,Dark / No Lights,32,93.2,HIGH
Foggy,Potholes / Damaged,Congested,Very Poor (<100m),Morning Rush,86,Rural Single Lane,Well Lit Street,19,95.0,HIGH
Snow,Icy,Heavy,Very Poor (<100m),Afternoon,111,Ghat / Mountain,Dimly Lit,5,97,HIGH
Overcast,Dry,Moderate,Good (>1km),Late Night,72,Residential,Dimly Lit,5,27.3,LOW
Rainy,Wet,Heavy,Moderate (500m-1km),Afternoon,113,Rural Single Lane,Dark / No Lights,7,97,HIGH
Clear,Under Construction,Heavy,Moderate (500m-1km),Late Night,112,Residential,Dark / No Lights,7,87.5,HIGH
Foggy,Icy,Low,Very Poor (<100m),Morning Rush,56,Highway,Dimly Lit,21,92.5,HIGH
Foggy,Dry,Congested,Moderate (500m-1km),Morning Rush,96,Residential,Daylight,25,76.3,HIGH
Snow,Dry,Heavy,Very Poor (<100m),Afternoon,58,Rural Single Lane,Daylight,34,76.0,HIGH
Clear,Dry,Heavy,Good (>1km),Late Night,67,Ghat / Mountain,Dark / No Lights,34,86.9,HIGH
Snow,Icy,Heavy,Good (>1km),Evening Rush,99,Ghat / Mountain,Well Lit Street,19,97,HIGH
Foggy,Dry,Low,Poor (100-500m),Evening Rush,86,Urban Arterial,Dark / No Lights,33,77.6,HIGH
Clear,Icy,Congested,Good (>1km),Dawn,118,Ghat / Mountain,Well Lit Street,15,97,HIGH
Overcast,Icy,Congested,Very Poor (<100m),Afternoon,38,Ghat / Mountain,Dark / No Lights,2,97,HIGH
Snow,Potholes / Damaged,Moderate,Moderate (500m-1km),Dawn,48,Urban Arterial,Daylight,29,53.9,MEDIUM
Foggy,Potholes / Damaged,Heavy,Poor (100-500m),Morning Rush,37,Highway,Dark / No Lights,12,97,HIGH
Overcast,Dry,Heavy,Very Poor (<100m),Dawn,58,Rural Single Lane,Dark / No Lights,23,70.3,HIGH
Foggy,Wet,Low,Moderate (500m-1km),Morning Rush,90,Urban Arterial,Daylight,23,54.8,MEDIUM
Clear,Under Construction,Low,Very Poor (<100m),Afternoon,61,Highway,Daylight,33,38.4,LOW
Snow,Icy,Congested,Good (>1km),Afternoon,67,Urban Arterial,Well Lit Street,34,90.3,HIGH
Clear,Icy,Congested,Very Poor (<100m),Afternoon,87,Ghat / Mountain,Well Lit Street,11,97,HIGH
Overcast,Wet,Low,Good (>1km),Afternoon,78,Urban Arterial,Daylight,27,36.9,LOW
Clear,Dry,Moderate,Very Poor (<100m),Morning Rush,30,Highway,Daylight,26,37.7,LOW
Overcast,Potholes / Damaged,Congested,Poor (100-500m),Dawn,76,Ghat / Mountain,Dimly Lit,22,89.9,HIGH
Foggy,Potholes / Damaged,Moderate,Good (>1km),Dawn,71,Urban Arterial,Well Lit Street,10,57.9,MEDIUM
Rainy,Potholes / Damaged,Heavy,Good (>1km),Late Night,104,Highway,Dark / No Lights,11,97,HIGH
Rainy,Wet,Moderate,Good (>1km),Afternoon,48,Residential,Daylight,21,48.5,MEDIUM
Rainy,Dry,Heavy,Poor (100-500m),Evening Rush,67,Rural Single Lane,Well Lit Street,32,69.6,MEDIUM
Snow,Under Construction,Congested,Good (>1km),Morning Rush,64,Urban Arterial,Daylight,28,59.2,MEDIUM
Overcast,Dry,Congested,Poor (100-500m),Evening Rush,59,Ghat / Mountain,Daylight,25,71.2,HIGH
Snow,Potholes / Damaged,Congested,Moderate (500m-1km),Evening Rush,62,Urban Arterial,Dark / No Lights,11,94.2,HIGH
Snow,Dry,Congested,Moderate (500m-1km),Afternoon,113,Rural Single Lane,Daylight,10,78.7,HIGH
Rainy,Potholes / Damaged,Low,Moderate (500m-1km),Late Night,96,Highway,Daylight,20,84.1,HIGH
Rainy,Potholes / Damaged,Moderate,Poor (100-500m),Dawn,47,Highway,Well Lit Street,6,67.8,MEDIUM
Snow,Icy,Moderate,Good (>1km),Afternoon,86,Ghat / Mountain,Dimly Lit,19,95.3,HIGH
Snow,Dry,Low,Moderate (500m-1km),Dawn,72,Rural Single Lane,Dimly Lit,13,39.4,LOW
Rainy,Dry,Heavy,Poor (100-500m),Late Night,29,Highway,Daylight,21,86.3,HIGH
Clear,Potholes / Damaged,Moderate,Very Poor (<100m),Late Night,115,Residential,Well Lit Street,15,85.3,HIGH
Rainy,Dry,Low,Moderate (500m-1km),Late Night,111,Urban Arterial,Dark / No Lights,23,90.7,HIGH
Rainy,Dry,Congested,Good (>1km),Late Night,111,Highway,Well Lit Street,21,86.3,HIGH
Foggy,Potholes / Damaged,Heavy,Moderate (500m-1km),Evening Rush,29,Rural Single Lane,Well Lit Street,27,72.9,HIGH
Overcast,Potholes / Damaged,Heavy,Good (>1km),Morning Rush,63,Residential,Dark / No Lights,8,69.3,MEDIUM
Rainy,Dry,Low,Poor (100-500m),Morning Rush,49,Highway,Dark / No Lights,1,78.3,HIGH
Clear,Under Construction,Moderate,Very Poor (<100m),Late Night,113,Rural Single Lane,Dimly Lit,14,72.6,HIGH
Snow,Under Construction,Heavy,Moderate (500m-1km),Afternoon,38,Rural Single Lane,Daylight,14,60.2,MEDIUM
Overcast,Under Construction,Heavy,Very Poor (<100m),Dawn,25,Urban Arterial,Dimly Lit,23,51.8,MEDIUM
Overcast,Potholes / Damaged,Heavy,Good (>1km),Late Night,111,Residential,Dark / No Lights,15,97,HIGH
Snow,Wet,Heavy,Poor (100-500m),Dawn,92,Urban Arterial,Well Lit Street,11,97,HIGH
Rainy,Wet,Low,Moderate (500m-1km),Evening Rush,91,Ghat / Mountain,Dark / No Lights,4,97,HIGH
Clear,Icy,Heavy,Good (>1km),Late Night,98,Residential,Dimly Lit,1,97,HIGH
Clear,Potholes / Damaged,Heavy,Very Poor (<100m),Morning Rush,26,Rural Single Lane,Daylight,8,67.9,MEDIUM
Rainy,Wet,Moderate,Moderate (500m-1km),Afternoon,116,Rural Single Lane,Dark / No Lights,15,91.3,HIGH
Rainy,Under Construction,Moderate,Moderate (500m-1km),Dawn,89,Urban Arterial,Daylight,23,34.5,LOW
Clear,Dry,Congested,Moderate (500m-1km),Afternoon,39,Highway,Daylight,11,28.8,LOW
Foggy,Potholes / Damaged,Moderate,Good (>1km),Dawn,57,Urban Arterial,Dark / No Lights,24,74.3,HIGH
Foggy,Under Construction,Congested,Very Poor (<100m),Morning Rush,25,Ghat / Mountain,Dimly Lit,8,95.8,HIGH
Overcast,Wet,Congested,Poor (100-500m),Afternoon,27,Highway,Daylight,8,70.9,HIGH
Rainy,Under Construction,Low,Moderate (500m-1km),Dawn,101,Ghat / Mountain,Dimly Lit,25,76.3,HIGH
Snow,Under Construction,Heavy,Poor (100-500m),Evening Rush,113,Ghat / Mountain,Well Lit Street,30,97,HIGH
Clear,Potholes / Damaged,Congested,Very Poor (<100m),Late Night,114,Rural Single Lane,Well Lit Street,19,97,HIGH
Snow,Icy,Heavy,Moderate (500m-1km),Dawn,87,Residential,Dark / No Lights,16,97,HIGH
Clear,Under Construction,Congested,Moderate (500m-1km),Dawn,71,Rural Single Lane,Daylight,34,28.7,LOW
Snow,Wet,Heavy,Moderate (500m-1km),Evening Rush,83,Highway,Dark / No Lights,22,92.4,HIGH
Snow,Potholes / Damaged,Heavy,Very Poor (<100m),Morning Rush,69,Residential,Dark / No Lights,19,97,HIGH
Overcast,Icy,Low,Good (>1km),Evening Rush,74,Highway,Daylight,14,50.8,MEDIUM
Foggy,Potholes / Damaged,Low,Very Poor (<100m),Late Night,81,Residential,Daylight,16,88.1,HIGH
Overcast,Potholes / Damaged,Moderate,Very Poor (<100m),Morning Rush,81,Urban Arterial,Daylight,3,49.5,MEDIUM
Overcast,Wet,Moderate,Poor (100-500m),Morning Rush,28,Highway,Daylight,8,51.9,MEDIUM
Clear,Dry,Moderate,Poor (100-500m),Afternoon,118,Urban Arterial,Daylight,25,57.8,MEDIUM
Overcast,Wet,Low,Very Poor (<100m),Late Night,46,Highway,Daylight,8,66.1,MEDIUM
Rainy,Potholes / Damaged,Moderate,Good (>1km),Late Night,55,Residential,Dimly Lit,17,59.0,MEDIUM
Foggy,Under Construction,Low,Very Poor (<100m),Morning Rush,35,Ghat / Mountain,Dimly Lit,6,80.8,HIGH
Foggy,Potholes / Damaged,Moderate,Very Poor (<100m),Morning Rush,59,Residential,Well Lit Street,35,78.9,HIGH
Foggy,Potholes / Damaged,Heavy,Very Poor (<100m),Dawn,96,Rural Single Lane,Daylight,31,97,HIGH
Foggy,Under Construction,Low,Good (>1km),Late Night,103,Highway,Dark / No Lights,28,92.0,HIGH
Overcast,Under Construction,Moderate,Moderate (500m-1km),Dawn,108,Ghat / Mountain,Dark / No Lights,12,76.9,HIGH
Rainy,Dry,Moderate,Very Poor (<100m),Morning Rush,69,Highway,Dimly Lit,30,52.8,MEDIUM
Snow,Potholes / Damaged,Low,Moderate (500m-1km),Afternoon,97,Residential,Well Lit Street,13,81.9,HIGH
Clear,Dry,Moderate,Moderate (500m-1km),Late Night,92,Highway,Well Lit Street,22,49.7,MEDIUM
Clear,Potholes / Damaged,Moderate,Good (>1km),Morning Rush,107,Highway,Daylight,27,49.7,MEDIUM
